c,Err_koff
0.002,5.566109999999999
0.004,2.78861
0.006,1.8627766666666663
0.008,1.3998599999999999
0.01,1.12211
0.012,0.9369433333333332
0.014,0.8046814285714285
0.016,0.705485
0.018000000000000002,0.6283322222222221
0.020000000000000004,0.5666099999999998
0.022,0.51611
0.024,0.47402666666666654
0.026000000000000002,0.4384176923076923
0.028000000000000004,0.40789571428571414
0.03,0.38144333333333336
0.032,0.35829749999999994
0.034,0.3378747058823529
0.036000000000000004,0.31972111111111107
0.038000000000000006,0.3034784210526315
0.04,0.28886
0.042,0.2756338095238095
0.044000000000000004,0.26361
0.046,0.2526317391304348
0.048,0.2425683333333333
0.05,0.23331
0.052000000000000005,0.22476384615384615
0.054000000000000006,0.21685074074074073
0.056,0.20950285714285713
0.058,0.20266172413793102
0.060000000000000005,0.19627666666666665
0.062,0.19030354838709676
0.064,0.18470375
0.066,0.17944333333333332
0.068,0.17449235294117646
0.07,0.1698242857142857
0.07200000000000001,0.16541555555555557
0.07400000000000001,0.16124513513513514
0.076,0.15729421052631581
0.078,0.15354589743589744
0.08,0.149985
0.082,0.1465978048780488
0.084,0.14337190476190476
0.08600000000000001,0.14029604651162791
0.08800000000000001,0.13736
0.09,0.13455444444444445
0.092,0.1318708695652174
0.094,0.12930148936170213
0.096,0.12683916666666667
0.098,0.12447734693877552
0.1,0.12221000000000001
0.10200000000000001,0.12003156862745097
0.10400000000000001,0.11793692307692309
0.10600000000000001,0.11592132075471698
0.108,0.1139803703703704
0.11,0.11211000000000003
0.112,0.11030642857142858
0.114,0.1085661403508772
0.116,0.10688586206896551
0.11800000000000001,0.10526254237288137
0.12000000000000001,0.10369333333333333
0.122,0.1021755737704918
0.124,0.1007067741935484
0.126,0.09928460317460316
0.128,0.09790687500000002
0.13,0.09657153846153844
0.132,0.09527666666666666
0.134,0.094020447761194
0.136,0.09280117647058823
0.138,0.09161724637681158
0.14,0.09046714285714286
0.14200000000000002,0.0893494366197183
0.14400000000000002,0.08826277777777777
0.14600000000000002,0.08720589041095887
0.148,0.08617756756756756
0.15,0.08517666666666666
0.152,0.0842021052631579
0.154,0.08325285714285713
0.156,0.08232794871794871
0.158,0.08142645569620253
0.16,0.0805475
0.162,0.07969024691358025
0.164,0.07885390243902439
0.166,0.07803771084337348
0.168,0.07724095238095237
0.17,0.07646294117647058
0.17200000000000001,0.07570302325581395
0.17400000000000002,0.07496057471264367
0.17600000000000002,0.074235
0.178,0.07352573033707865
0.18,0.07283222222222221
0.182,0.07215395604395604
0.184,0.07149043478260869
0.186,0.07084118279569891
0.188,0.07020574468085106
0.19,0.06958368421052631
0.192,0.06897458333333333
0.194,0.06837804123711338
0.196,0.06779367346938775
0.198,0.06722111111111109
0.2,0.06666
0.202,0.06610999999999999
0.20400000000000001,0.06557078431372548
0.20600000000000002,0.06504203883495145
0.20800000000000002,0.06452346153846153
0.21000000000000002,0.0640147619047619
0.212,0.0635156603773585
0.214,0.06302588785046728
0.216,0.06254518518518519
0.218,0.06207330275229358
0.22,0.061610000000000005
0.222,0.06115504504504504
0.224,0.060708214285714275
0.226,0.06026929203539823
0.228,0.05983807017543859
0.23,0.05941434782608695
0.232,0.058997931034482747
0.234,0.05858863247863247
0.23600000000000002,0.058186271186440666
0.23800000000000002,0.05779067226890755
0.24000000000000002,0.057401666666666656
0.242,0.0570190909090909
0.244,0.0566427868852459
0.246,0.056272601626016265
0.248,0.05590838709677418
0.25,0.055549999999999995
0.252,0.05519730158730158
0.254,0.05485015748031496
0.256,0.05450843749999999
0.258,0.05417201550387596
0.26,0.05384076923076922
0.262,0.05351458015267175
0.264,0.05319333333333333
0.266,0.05287691729323308
0.268,0.05256522388059701
0.27,0.05225814814814814
0.272,0.05195558823529411
0.274,0.05165744525547444
0.276,0.05136362318840579
0.278,0.05107402877697842
0.28,0.05078857142857142
0.28200000000000003,0.05050716312056737
0.28400000000000003,0.05022971830985915
0.28600000000000003,0.049956153846153845
0.28800000000000003,0.049686388888888884
0.29000000000000004,0.0494203448275862
0.292,0.04915794520547945
0.294,0.048899115646258505
0.296,0.04864378378378378
0.298,0.04839187919463087
0.3,0.04814333333333334
0.302,0.04789807947019867
0.304,0.04765605263157895
0.306,0.047417189542483654
0.308,0.04718142857142856
0.31,0.046948709677419355
0.312,0.046718974358974354
0.314,0.04649216560509555
0.316,0.04626822784810127
0.318,0.04604710691823899
0.32,0.045828749999999994
0.322,0.04561310559006211
0.324,0.04540012345679012
0.326,0.04518975460122699
0.328,0.0449819512195122
0.33,0.04477666666666666
0.332,0.04457385542168674
0.334,0.04437347305389221
0.336,0.04417547619047618
0.338,0.0439798224852071
0.34,0.04378647058823529
0.342,0.04359538011695906
0.34400000000000003,0.04340651162790698
0.34600000000000003,0.043219826589595375
0.34800000000000003,0.04303528735632184
0.35000000000000003,0.04285285714285714
0.35200000000000004,0.042672499999999995
0.354,0.042494180790960456
0.356,0.042317865168539325
0.358,0.04214351955307262
0.36,0.041971111111111105
0.362,0.04180060773480663
0.364,0.04163197802197802
0.366,0.0414651912568306
0.368,0.04130021739130434
0.37,0.041137027027027026
0.372,0.040975591397849453
0.374,0.04081588235294118
0.376,0.040657872340425526
0.378,0.040501534391534394
0.38,0.04034684210526315
0.382,0.040193769633507855
0.384,0.04004229166666666
0.386,0.03989238341968912
0.388,0.03974402061855669
0.39,0.03959717948717948
0.392,0.03945183673469387
0.394,0.03930796954314721
0.396,0.039165555555555544
0.398,0.03902457286432161
0.4,0.038884999999999996
0.402,0.038746815920398005
0.404,0.03861
0.406,0.03847453201970443
0.40800000000000003,0.03834039215686274
0.41000000000000003,0.038207560975609754
0.41200000000000003,0.03807601941747572
0.41400000000000003,0.03794574879227053
0.41600000000000004,0.03781673076923076
0.41800000000000004,0.03768894736842105
0.42,0.037562380952380944
0.422,0.037437014218009476
0.424,0.037312830188679244
0.426,0.03718981220657277
0.428,0.03706794392523364
0.43,0.036947209302325576
0.432,0.03682759259259259
0.434,0.03670907834101383
0.436,0.03659165137614679
0.438,0.03647529680365296
0.44,0.03636
0.442,0.03624574660633484
0.444,0.03613252252252252
0.446,0.03602031390134528
0.448,0.03590910714285714
0.45,0.03579888888888889
0.452,0.03568964601769911
0.454,0.035581365638766516
0.456,0.03547403508771929
0.458,0.03536764192139737
0.46,0.035262173913043475
0.462,0.03515761904761904
0.464,0.035053965517241374
0.466,0.03495120171673819
0.468,0.03484931623931623
0.47000000000000003,0.03474829787234042
0.47200000000000003,0.03464813559322033
0.47400000000000003,0.03454881856540084
0.47600000000000003,0.03445033613445377
0.47800000000000004,0.034352677824267784
0.48000000000000004,0.034255833333333326
0.482,0.03415979253112034
0.484,0.03406454545454545
0.486,0.03397008230452675
0.488,0.03387639344262295
0.49,0.033783469387755095
0.492,0.03369130081300813
0.494,0.03359987854251011
0.496,0.03350919354838709
0.498,0.033419236947791156
0.5,0.03333
0.502,0.033241474103585654
0.504,0.03315365079365079
0.506,0.03306652173913044
0.508,0.03298007874015748
0.51,0.03289431372549019
0.512,0.03280921875
0.514,0.0327247859922179
0.516,0.03264100775193798
0.518,0.032557876447876444
0.52,0.03247538461538461
0.522,0.03239352490421456
0.524,0.03231229007633587
0.526,0.03223167300380228
0.528,0.03215166666666666
0.53,0.03207226415094339
0.532,0.03199345864661654
0.534,0.03191524344569288
0.536,0.03183761194029851
0.538,0.03176055762081784
0.54,0.031684074074074066
0.542,0.03160815498154981
0.544,0.031532794117647055
0.546,0.03145798534798534
0.548,0.03138372262773722
0.55,0.031310000000000004
0.552,0.0312368115942029
0.554,0.031164151624548733
0.556,0.031092014388489207
0.558,0.031020394265232974
0.56,0.030949285714285707
0.562,0.030878683274021348
0.5640000000000001,0.030808581560283686
0.5660000000000001,0.030738975265017666
0.5680000000000001,0.030669859154929577
0.5700000000000001,0.030601228070175436
0.5720000000000001,0.03053307692307692
0.5740000000000001,0.03046540069686411
0.5760000000000001,0.030398194444444443
0.5780000000000001,0.030331453287197233
0.58,0.030265172413793104
0.582,0.0301993470790378
0.584,0.030133972602739728
0.586,0.03006904436860068
0.588,0.03000455782312925
0.59,0.029940508474576272
0.592,0.029876891891891893
0.594,0.029813703703703703
0.596,0.029750939597315434
0.598,0.029688595317725747
0.6,0.029626666666666666
0.602,0.029565149501661125
0.604,0.02950403973509934
0.606,0.029443333333333332
0.608,0.029383026315789477
0.61,0.02932311475409836
0.612,0.02926359477124183
0.614,0.02920446254071661
0.616,0.029145714285714285
0.618,0.029087346278317147
0.62,0.029029354838709682
0.622,0.02897173633440514
0.624,0.02891448717948718
0.626,0.028857603833865816
0.628,0.028801082802547773
0.63,0.028744920634920627
0.632,0.028689113924050633
0.634,0.02863365930599369
0.636,0.0285785534591195
0.638,0.028523793103448273
0.64,0.028469375
0.642,0.02841529595015576
0.644,0.028361552795031053
0.646,0.028308142414860675
0.648,0.028255061728395064
0.65,0.028202307692307686
0.652,0.028149877300613496
0.654,0.028097767584097856
0.656,0.028045975609756104
0.658,0.027994498480243154
0.66,0.027943333333333334
0.662,0.02789247734138972
0.664,0.027841927710843373
0.666,0.027791681681681675
0.668,0.027741736526946108
0.67,0.027692089552238803
0.672,0.027642738095238095
0.674,0.027593679525222545
0.676,0.02754491124260355
0.678,0.027496430678466074
0.68,0.027448235294117645
0.682,0.02740032258064515
0.684,0.02735269005847953
0.686,0.027305335276967924
0.6880000000000001,0.027258255813953487
0.6900000000000001,0.02721144927536231
0.6920000000000001,0.02716491329479769
