x,Err_x
-3.,21.023003001
-2.9,16.703896707571033
-2.8,13.27310899127552
-2.7,10.54793789594074
-2.6,8.383258123592313
-2.5,6.663792583186575
-2.4,5.297973465234167
-2.3,4.213065922170519
-2.2,3.3512946726993915
-2.1,2.6667672577105273
-2.,2.1230301000000003
-1.9,1.6911272191726638
-1.7999999999999998,1.3480582213928223
-1.7,1.0755534465938912
-1.5999999999999999,0.8591010457126338
-1.5,0.6871741769651649
-1.4,0.5506171676613701
-1.2999999999999998,0.4421579541999842
-1.2,0.35602083869188345
-1.0999999999999999,0.28761894452063713
-1.,0.23331000000000005
-0.8999999999999999,0.19020245584756196
-0.7999999999999998,0.15600162916289398
-0.6999999999999997,0.1288877084732731
-0.5999999999999996,0.10741916748013523
-0.5,0.09045651416158648
-0.3999999999999999,0.07710242589260778
-0.2999999999999998,0.06665525895837923
-0.19999999999999973,0.05857373624567746
-0.09999999999999964,0.052451375696330536
0.,0.048
0.10000000000000009,0.04504256235705352
0.20000000000000018,0.04351667024297698
0.30000000000000027,0.04349179055661433
0.40000000000000036,0.04520548332095413
0.5,0.04912761606685875
0.6000000000000001,0.05606710854738616
0.7000000000000002,0.06734453218534865
0.8000000000000003,0.08506771309392391
0.9000000000000004,0.11256932485451564
1.,0.15510000000000002
1.1000000000000005,0.22092517089285776
1.2000000000000002,0.3230604493482002
1.2999999999999998,0.48201753319318064
1.4000000000000004,0.7301499624836438
1.5,1.1185324081136871
1.6000000000000005,1.7278528397777841
1.7000000000000002,2.685661606683908
1.8000000000000007,4.193691736449462
1.9000000000000004,6.571136289555704
2.,10.323210000000001
2.1000000000000005,16.24977635707872
2.2,25.617464773876495
2.3000000000000007,40.43240099915958
2.4000000000000004,63.87238397997812
2.5,100.9717497058814
2.6000000000000005,159.70669350738729
2.7,252.71524675234863
2.8000000000000007,400.0230758696962
2.9000000000000004,633.3633556218009
3.,1003.023021
