c,Err_koff
0.0025,0.8262617146906531
0.0125,0.48585440193013146
0.0225,0.3460253761296102
0.0325,0.2698414791030102
0.0425,0.22190451051230733
0.052500000000000005,0.18896152374475791
0.0625,0.16492904602329964
0.07250000000000001,0.14662252583992683
0.0825,0.1322133872563122
0.0925,0.12057674996679751
0.10250000000000001,0.11098263179222158
0.1125,0.10293664015113937
0.1225,0.09609202697970146
0.1325,0.0901984023779892
0.14250000000000002,0.08507043756982333
0.1525,0.08056802209719183
0.1625,0.07658326566919546
0.17250000000000001,0.07303173989021765
0.1825,0.06984642955119785
0.1925,0.06697346346452931
0.2025,0.06436904258925633
0.2125,0.06199719119538045
0.2225,0.05982808479723807
0.2325,0.05783678934965647
0.2425,0.05600229834056194
0.25,0.05471850882640328
1.25,0.02022499947082417
2.25,0.01620264284933195
3.25,0.014640608314805481
4.25,0.01381634835558195
5.25,0.013310976108223465
6.25,0.012971247072047803
7.25,0.012728065542045667
8.25,0.012545899426799016
9.25,0.012404691405789219
10.25,0.012292292244535817
11.25,0.012200923721632737
12.25,0.012125378759898331
13.25,0.012062041328036396
14.25,0.012008322224353078
15.25,0.011962318821238962
16.25,0.011922601624289552
17.25,0.011888075778361805
18.25,0.011857888532538309
19.25,0.011831365808593312
20.25,0.01180796772687046
21.25,0.0117872567928478
22.25,0.01176887472920365
23.25,0.011752525330401596
24.25,0.011737961588569629
25.25,0.011724975898286203
26.25,0.011713392513804393
27.25,0.011703061676491712
28.25,0.011693854996200606
29.25,0.011685661784790089
30.25,0.01167838612032419
