c,Err_koff
0.1,0.0936511
0.25,0.0511131
0.5,0.0321782
0.75,0.0252769
1.,0.0217065
1.25,0.0195247
1.5,0.0180537
1.75,0.0169951
2.,0.0161971
2.25,0.0155741
2.5,0.0150743
2.75,0.0146644
3.,0.0143221
10.,0.011566
