c,Err_c
0.0025,6807.5941831152795
0.0125,891.0422059216486
0.0225,481.0972197160673
0.0325,331.53248708511836
0.0425,254.07144718713292
0.052500000000000005,206.70307499874733
0.0625,174.74548677047594
0.07250000000000001,151.7317059330452
0.0825,134.36916123980185
0.0925,120.80483015551307
0.10250000000000001,109.91602458569535
0.1125,100.98285428493293
0.1225,93.5224513967469
0.1325,87.1988403232176
0.14250000000000002,81.77102829292073
0.1525,77.06165561452703
0.1625,72.93729368928715
0.17250000000000001,69.29563628985308
0.1825,66.0569253840251
0.1925,63.15806353895563
0.2025,60.548479551463316
0.2125,58.187167010234
0.2225,56.04052509325716
0.2325,54.08075901240738
0.2425,52.2846778812146
0.25,51.033185625612255
1.25,20.94582126850216
2.25,21.779614202026398
3.25,26.812502571095195
4.25,34.48129883859216
5.25,44.41606998014675
6.25,56.485230684276075
7.25,70.6311017351809
8.25,86.82511029699714
9.25,105.0520596456161
10.25,125.30360809865296
11.25,147.57522547664703
12.25,171.8646398297056
13.25,198.17098723324222
14.25,226.49431938499558
15.25,256.83530483240816
16.25,289.19504045599257
17.25,323.57492849454553
18.25,359.9765939760709
19.25,398.40182786041913
20.25,438.85254710063487
21.25,481.3307658391731
22.25,525.838574487026
23.25,572.3781241579047
24.25,620.9516149583843
25.25,671.5612870613644
26.25,724.2094138176018
27.25,778.8982963929682
28.25,835.6302595400816
29.25,894.4076482392195
30.25,955.2328250095482
