koff,Err_koff
0.002,5.511199202393616
0.004,2.7611984095490554
0.006,1.84453095476182
0.008,1.3861968379944571
0.01,1.1111960592098813
0.012,0.9278619517047082
0.014,0.7969088011568668
0.016,0.6986937503875007
0.018000000000000002,0.6223041009482664
0.020000000000000004,0.5611922337562475
0.022,0.5111914821098265
0.024,0.46952406819661463
0.026000000000000002,0.4342669150592614
0.028000000000000004,0.4040463962902001
0.03,0.3778551858484934
0.032,0.35493778919536095
0.034,0.3347164752054012
0.036000000000000004,0.31674189744073916
0.038000000000000006,0.30065930870701985
0.04,0.28618491124260353
0.042,0.2730889639965609
0.044000000000000004,0.2611834970126687
0.046,0.2503132307567102
0.048,0.24034876561194954
0.05,0.23118140589569167
0.052000000000000005,0.22271917833355762
0.054000000000000006,0.21488373531725502
0.056,0.2076079217499672
0.058,0.20083384530304094
0.060000000000000005,0.19451133262133619
0.062,0.18859668432753968
0.064,0.18305166346316923
0.066,0.17784266784939462
0.068,0.17294004850183145
0.07,0.16831754488851178
0.07200000000000001,0.16395181431152694
0.07400000000000001,0.15982203760515926
0.076,0.15590958709220368
0.078,0.1521977456239317
0.08,0.14867146776406037
0.082,0.1453171759214082
0.084,0.14212258560645702
0.08600000000000001,0.13907655507071928
0.08800000000000001,0.13616895544982702
0.09,0.13339055822087553
0.092,0.1307329373392441
0.094,0.12818838386858744
0.096,0.12574983128207862
0.098,0.12341078991043801
0.1,0.12116528925619839
0.10200000000000001,0.119007827094527
0.10400000000000001,0.11693332444702956
0.10600000000000001,0.1149370856528588
0.108,0.11301476287636673
0.11,0.11116232448664884
0.112,0.1093760268249943
0.114,0.10765238894418308
0.116,0.10598816996095932
0.11800000000000001,0.10438034871164237
0.12000000000000001,0.10282610544217688
0.122,0.1013228052991614
0.124,0.099867983418519
0.126,0.0984593314342943
0.128,0.09709468525225091
0.13,0.09577201395205936
0.132,0.09448940969837723
0.134,0.09324507855541399
0.136,0.09203733211197593
0.138,0.09086457983476719
0.14,0.08972532207712264
0.14200000000000002,0.08861814367855143
0.14400000000000002,0.08754170809765216
0.14600000000000002,0.08649475202725365
0.148,0.08547608044616628
0.15,0.08448456206679268
0.152,0.08351912514213776
0.154,0.08257875359954481
0.156,0.08166248347183683
0.158,0.08076939959950974
0.16,0.0798986325802616
0.162,0.07904935594448206
0.164,0.07822078353741344
0.166,0.07741216709055297
0.168,0.07662279396652637
0.17,0.07585198506314646
0.17200000000000001,0.07509909286370037
0.17400000000000002,0.07436349962169964
0.17600000000000002,0.073644615669397
0.178,0.07294187784033596
0.18,0.07225474799706343
0.182,0.07158271165591631
0.184,0.07092527670149584
0.186,0.07028197218407883
0.188,0.06965234719378997
0.19,0.06903596980587902
0.192,0.0684324260919178
0.194,0.06784131919216058
0.196,0.06726226844469849
0.198,0.0666949085673922
0.2,0.0661388888888889
0.202,0.06559387262532111
0.20400000000000001,0.06505953619955283
0.20600000000000002,0.06453556860008085
0.20800000000000002,0.06402167077692274
0.21000000000000002,0.0635175550720254
0.212,0.06302294468191448
0.214,0.06253757315047571
0.216,0.06206118388991485
0.218,0.06159352972808684
0.22,0.06113437248051601
0.222,0.060683482545550324
0.224,0.0602406385212037
0.226,0.059805626842342925
0.228,0.059378241436969965
0.23,0.05895828340043739
0.232,0.05854556068651456
0.234,0.05813988781429659
0.23600000000000002,0.05774108559001623
0.23800000000000002,0.05734898084288196
0.24000000000000002,0.056963406174124175
0.242,0.05658419971848524
0.244,0.05621120491743956
0.246,0.055844270303476135
0.248,0.05548324929481877
0.25,0.055128
0.252,0.05477838503174069
0.254,0.05443427132962287
0.256,0.054095529991074705
0.258,0.053762036110216516
0.26,0.05343366862414481
0.262,0.05311031016625654
0.264,0.05279184692624045
0.266,0.05247816851638468
0.268,0.052169167843870344
0.27,0.051864740988741234
0.272,0.05156478708725687
0.274,0.05126920822035435
0.276,0.05097790930695951
0.278,0.05069079800190353
0.28,0.050407784598214295
0.28200000000000003,0.05012878193356565
0.28400000000000003,0.04985370530067957
0.28600000000000003,0.04958247236148743
0.28800000000000003,0.04931500306486805
0.29000000000000004,0.04905121956778957
0.292,0.04879104615969214
0.294,0.04853440918995684
0.296,0.048281236998315206
0.298,0.04803145984806088
0.3,0.04778500986193295
0.302,0.04754182096054673
0.304,0.0473018288032551
0.306,0.04706497073132876
0.308,0.04683118571335053
0.31,0.04660041429272301
0.312,0.04637259853719551
0.314,0.04614768199031967
0.316,0.04592560962474853
0.318,0.04570632779729799
0.32,0.04548978420569331
0.322,0.045275927846927605
0.324,0.04506470897716262
0.326,0.04485607907310546
0.328,0.044649990794798367
0.33,0.04444639794976162
0.332,0.04424525545843249
0.334,0.04404651932084573
0.336,0.04385014658450421
0.338,0.04365609531339016
0.34,0.04346432455807006
0.342,0.04327479432684856
0.34400000000000003,0.0430874655579286
0.34600000000000003,0.042902300092537066
0.34800000000000003,0.042719260648977075
0.35000000000000003,0.04253831079757005
0.35200000000000004,0.04235941493645181
0.354,0.042182538268189254
0.356,0.04200764677718519
0.358,0.041834707207840646
0.36,0.041663687043444836
0.362,0.04149455448576515
0.364,0.04132727843530984
0.366,0.04116182847223791
0.368,0.04099817483789141
0.37,0.040836288416926714
0.372,0.0406761407200222
0.374,0.04051770386714083
0.376,0.04036095057132665
0.378,0.04020585412301599
0.38,0.04005238837484386
0.382,0.039900527726927676
0.384,0.03975024711261096
0.386,0.03960152198465009
0.388,0.0394543283018283
0.39,0.039308642515981686
0.392,0.039164441559422024
0.394,0.039021702832743074
0.396,0.03888040419299605
0.398,0.0387405239422217
0.4,0.038602040816326545
0.402,0.03846493397429085
0.404,0.03832918298769755
0.406,0.03819476783057032
0.40800000000000003,0.038061668869510616
0.41000000000000003,0.03792986685412351
0.41200000000000003,0.03779934290772214
0.41400000000000003,0.0376700785183019
0.41600000000000004,0.037542055529774576
0.41800000000000004,0.037415256133454526
0.42,0.03728966285978784
0.422,0.0371652585703168
0.424,0.03704202644987173
0.426,0.03691994999898276
0.428,0.03679901302650435
0.43,0.036679199642445696
0.432,0.03656049425100017
0.434,0.036442881543767555
0.436,0.036326346493162846
0.438,0.036210874346005575
0.44,0.036096450617283955
0.442,0.03598306108408836
0.444,0.035870691779708745
0.446,0.03575932898789088
0.448,0.03564895923724638
0.45,0.03553956929581187
0.452,0.035431146165752526
0.454,0.03532367707820566
0.456,0.03521714948825996
0.458,0.03511155107006624
0.46,0.035006869712075846
0.462,0.03490309351240259
0.464,0.03480021077430468
0.466,0.03469821000178315
0.468,0.034597079895292815
0.47000000000000003,0.03449680934756302
0.47200000000000003,0.03439738743952452
0.47400000000000003,0.03429880343633948
0.47600000000000003,0.03420104678353153
0.47800000000000004,0.03410410710321303
0.48000000000000004,0.03400797419040662
0.482,0.0339126380094583
0.484,0.03381808869053949
0.486,0.03372431652623548
0.488,0.033631311968217684
0.49,0.03353906562399745
0.492,0.033447568253759
0.494,0.033356810767269346
0.496,0.03326678422086291
0.498,0.03317747981449883
0.5,0.03308888888888889
0.502,0.03300100292269409
0.504,0.03291381352978796
0.506,0.03282731245658473
0.508,0.03274149157943076
0.51,0.032656342902057094
0.512,0.032571858553092026
0.514,0.03248803078363139
0.516,0.032404851964865686
0.518,0.032322314585761916
0.52,0.032240411250799066
0.522,0.03215913467775556
0.524,0.03207847769554742
0.526,0.03199843324211574
0.528,0.031918994362362146
0.53,0.03184015420613101
0.532,0.031761906026237186
0.534,0.03168424317653807
0.536,0.031607159110048716
0.538,0.03153064737709923
0.54,0.03145470162353279
0.542,0.031379315588943864
0.544,0.03130448310495505
0.546,0.031230198093531922
0.548,0.031156454565334748
0.55,0.03108324661810614
0.552,0.03101056843509376
0.554,0.030938414283507184
0.556,0.030866778513008154
0.558,0.030795655554233116
0.56,0.030725039917347607
0.562,0.030654926190631374
0.5640000000000001,0.030585309039093636
0.5660000000000001,0.030516183203117744
0.5680000000000001,0.03044754349713442
0.5700000000000001,0.030379384808322887
0.5720000000000001,0.030311702095339416
0.5740000000000001,0.030244490387072203
0.5760000000000001,0.030177744781422405
0.5780000000000001,0.03011146044411037
0.58,0.03004563260750654
0.582,0.029980256569486562
0.584,0.02991532769230985
0.586,0.02985084140152107
0.588,0.029786793184874157
0.59,0.029723178591278106
0.592,0.029659993229764203
0.594,0.029597232768474042
0.596,0.029534892933668046
0.598,0.029472969508753676
0.6,0.02941145833333334
0.602,0.029350355302270974
0.604,0.029289656364777476
0.606,0.029229357523513997
0.608,0.029169454833713086
0.61,0.029109944402316998
0.612,0.029050822387133083
0.614,0.028992084996005394
0.616,0.02893372848600277
0.618,0.02887574916262239
0.62,0.028818143379008912
0.622,0.028760907535188573
0.624,0.02870403807731819
0.626,0.028647531496948254
0.628,0.028591384330300437
0.63,0.028535593157558603
0.632,0.028480154602173468
0.634,0.02842506533018021
0.636,0.028370322049529214
0.638,0.02831592150942915
0.64,0.028261860499702557
0.642,0.02820813585015334
0.644,0.028154744429946147
0.646,0.02810168314699717
0.648,0.028048948947376393
0.65,0.027996538814720633
0.652,0.02794444976965766
0.654,0.027892678869240604
0.656,0.027841223206392953
0.658,0.027790079909363496
0.66,0.027739246141191283
0.662,0.027688719099180144
0.664,0.02763849601438298
0.666,0.027588574151094954
0.668,0.027538950806356165
0.67,0.02748962330946294
0.672,0.02744058902148804
0.674,0.0273918453348093
0.676,0.027343389672646698
0.678,0.027295219488607556
0.68,0.027247332266239828
0.682,0.02719972551859321
0.684,0.027152396787787976
0.686,0.027105343644591256
0.6880000000000001,0.02705856368800091
0.6900000000000001,0.0270120545448364
0.6920000000000001,0.02696581386933694
0.6940000000000001,0.02691983934276648
0.6960000000000001,0.026874128673025542
0.6980000000000001,0.026828679594269742
0.7000000000000001,0.026783489866534848
0.7020000000000001,0.026738557275368186
0.7040000000000001,0.026693879631466425
0.706,0.026649454770319422
0.708,0.026605280551860174
0.71,0.026561354860120682
0.712,0.02651767560289354
0.714,0.026474240711399297
0.716,0.026431048139959345
0.718,0.02638809586567429
0.72,0.026345381888107686
0.722,0.026302904228975008
0.724,0.026260660931837772
0.726,0.026218650061802774
0.728,0.026176869705226192
0.73,0.026135317969422613
0.732,0.026093992982378827
0.734,0.02605289289247228
0.736,0.02601201586819409
0.738,0.025971360097876647
0.74,0.025930923789425575
0.742,0.025890705170055983
0.744,0.025850702486033085
0.746,0.025810914002416904
0.748,0.02577133800281105
0.75,0.025731972789115643
0.752,0.025692816681284043
0.754,0.02565386801708349
0.756,0.025615125151859607
0.758,0.025576586458304528
0.76,0.025538250326228803
0.762,0.025500115162336728
0.764,0.02546217939000542
0.766,0.025424441449067157
0.768,0.02538689979559523
0.77,0.025349552901693096
0.772,0.025312399255286794
0.774,0.025275437359920626
0.776,0.02523866573455595
0.778,0.025202082913373114
0.78,0.02516568744557635
0.782,0.02512947789520182
0.784,0.02509345284092845
0.786,0.025057610875891697
0.788,0.02502195060750021
0.79,0.024986470657255202
0.792,0.024951169660572564
0.794,0.024916046266607712
0.796,0.02488109913808306
0.798,0.024846326951118037
0.8,0.02481172839506173
0.802,0.02477730217232795
0.804,0.024743046998232862
0.806,0.024708961600834897
0.808,0.024675044720777195
0.81,0.024641295111132215
0.812,0.024607711537248805
0.8140000000000001,0.02457429277660142
0.8160000000000001,0.02454103761864155
0.8180000000000001,0.024507944864651424
0.8200000000000001,0.024475013327599767
0.8220000000000001,0.024442241831999657
0.8240000000000001,0.024409629213768543
0.8260000000000001,0.024377174320090175
0.8280000000000001,0.024344876009278645
0.8300000000000001,0.024312733150644323
0.8320000000000001,0.024280744624361736
0.8340000000000001,0.024248909321339385
0.836,0.024217226143091367
0.838,0.024185694001610913
0.84,0.024154311819245655
0.842,0.024123078528574746
0.844,0.024091993072287637
0.846,0.02406105440306465
0.848,0.02403026148345923
0.85,0.02399961328578181
0.852,0.023969108791985355
0.854,0.023938746993552515
0.856,0.023908526891384313
0.858,0.023878447495690486
0.86,0.023848507825881205
0.862,0.02381870691046048
0.864,0.02378904378692089
0.866,0.023759517501639873
0.868,0.02373012710977739
0.87,0.02370087167517503
0.872,0.023671750270256506
0.874,0.02364276197592951
0.876,0.023613905881488872
0.878,0.023585181084521137
0.88,0.02355658669081032
0.882,0.02352812181424508
0.884,0.023499785576727012
0.886,0.023471577108080306
0.888,0.023443495545962513
0.89,0.02341554003577665
0.892,0.023387709730584325
0.894,0.0233600037910202
0.896,0.023332421385207396
0.898,0.023304961688674276
0.9,0.023277623884272083
0.902,0.023250407162093895
0.904,0.023223310719394475
0.906,0.023196333760511317
0.908,0.023169475496786645
0.91,0.023142735146490533
0.912,0.023116111934744863
0.914,0.023089605093448547
0.916,0.023063213861203465
0.918,0.02303693748324153
0.92,0.02301077521135266
0.922,0.022984726303813666
0.924,0.022958790025318095
0.926,0.02293296564690698
0.928,0.022907252445900462
0.93,0.02288164970583031
0.932,0.02285615671637329
0.934,0.02283077277328545
0.936,0.02280549717833715
0.9380000000000001,0.022780329239249025
0.9400000000000001,0.02275526826962868
0.9420000000000001,0.02273031358890824
0.9440000000000001,0.0227054645222827
0.9460000000000001,0.022680720400649022
0.9480000000000001,0.022656080560546004
0.9500000000000001,0.022631544344094954
0.9520000000000001,0.02260711109894105
0.9540000000000001,0.022582780178195514
0.9560000000000001,0.022558550940378407
0.9580000000000001,0.02253442274936225
0.9600000000000001,0.02251039497431626
0.962,0.02248646698965135
0.964,0.02246263817496577
0.966,0.022438907914991427
0.968,0.022415275599540926
0.97,0.02239174062345514
0.972,0.02236830238655156
0.974,0.022344960293573277
0.976,0.022321713754138394
0.978,0.02229856218269038
0.98,0.02227550499844872
0.982,0.022252541625360393
