c,<n>/kpt
0.001,0.0005999316750962393
0.011,0.002754978535215998
0.021,0.004381288412982817
0.031,0.005864273118583026
0.041,0.007269586211487409
0.051000000000000004,0.008623727632334481
0.061,0.009940563362560944
0.07100000000000001,0.011228434950607807
0.081,0.012492826752376165
0.091,0.01373757520834909
0.101,0.014965490023404122
0.111,0.01617870312781932
0.121,0.017378878436868535
0.131,0.018567344814747415
0.14100000000000001,0.019745184051737343
0.151,0.02091329117251888
0.161,0.02207241702514954
0.171,0.023223199128877686
0.181,0.02436618451172102
0.191,0.025501846943371823
0.201,0.026630600158964617
0.211,0.02775280815857005
0.221,0.028868793336425898
0.231,0.029978842974315884
0.241,0.031083214484567183
0.251,0.032182139685142795
0.261,0.03327582831682137
0.271,0.03436447096062806
0.281,0.035448241476076205
0.291,0.03652729905313225
0.301,0.03760178995023766
0.311,0.03867184897523117
0.321,0.03973760075423099
0.331,0.040799160824486216
0.341,0.04185663658019063
0.35100000000000003,0.04291012809476944
0.361,0.043959728838828725
0.371,0.04500552630952881
0.381,0.04604760258440163
0.391,0.04708603481042836
0.401,0.04812089563740746
0.41100000000000003,0.04915225360319144
0.421,0.05018017347717998
0.431,0.05120471656747818
0.441,0.052225940996318936
0.451,0.05324390194767509
0.461,0.05425865189042538
0.47100000000000003,0.05527024077996728
0.481,0.056278716240772894
0.491,0.05728412373204976
0.501,0.05828650669838347
0.511,0.05928590670699786
0.521,0.06028236357306111
0.531,0.061275915474289906
0.541,0.062266599055950916
0.551,0.06325444952722808
0.561,0.06423950074981039
0.5710000000000001,0.06522178531945691
0.581,0.06620133464120964
0.591,0.0671781789988511
0.601,0.06815234761913708
0.611,0.06912386873127971
0.621,0.07009276962210398
0.631,0.07105907668725839
0.641,0.0720228154788203
0.651,0.07298401074960313
0.661,0.07394268649444125
0.671,0.07489886598870246
0.681,0.07585257182425281
0.6910000000000001,0.07680382594307832
0.7010000000000001,0.07775264966874769
0.711,0.07869906373588505
0.721,0.07964308831780414
0.731,0.08058474305244379
0.741,0.08152404706673104
0.751,0.08246101899948755
0.761,0.08339567702298499
0.771,0.08432803886324654
0.781,0.08525812181918246
0.791,0.08618594278064179
0.801,0.08711151824545421
0.811,0.08803486433553133
0.8210000000000001,0.08895599681209003
0.8310000000000001,0.08987493109005669
0.841,0.09079168225170531
0.851,0.09170626505957995
0.861,0.09261869396874643
0.871,0.09352898313841648
0.881,0.09443714644298301
0.891,0.09534319748250317
0.901,0.09624714959266292
0.911,0.09714901585425437
0.921,0.09804880910219492
0.931,0.09894654193411552
0.9410000000000001,0.09984222671854295
0.9510000000000001,0.10073587560269989
0.961,0.10162750051994424
0.971,0.10251711319686865
0.981,0.10340472516007865
0.991,0.10429034774266796
1.001,0.10517399209040662
1.011,0.10605566916765877
1.021,0.10693538976304326
1.031,0.10781316449485194
1.041,0.10868900381623765
1.051,0.1095629180201845
1.061,0.11043491724427083
1.071,0.11130501147523678
1.081,0.1121732105533649
1.091,0.11303952417668454
1.101,0.11390396190500761
1.111,0.11476653316380507
1.121,0.115627247247931
1.131,0.11648611332520255
1.141,0.11734314043984165
1.151,0.11819833751578615
1.1609999999999998,0.1190517133598755
1.1709999999999998,0.11990327666491785
1.1809999999999998,0.12075303601264302
1.1909999999999998,0.12160099987654747
1.2009999999999998,0.12244717662463561
1.2109999999999999,0.12329157452206238
1.2209999999999999,0.12413420173368159
1.2309999999999999,0.12497506632650389
1.2409999999999999,0.12581417627206856
1.251,0.12665153944873292
1.261,0.12748716364388293
1.271,0.12832105655606804
1.281,0.12915322579706395
1.291,0.12998367889386614
1.301,0.13081242329061687
