x,Err_x
0.001,21023.003000999997
0.006,3523.0180359999995
0.011,1932.124030090909
0.016,1335.548256
0.021,1023.0634409999998
0.026000000000000002,830.7709836923076
0.031,700.5133158387097
0.036000000000000004,606.4426293333332
0.041,535.3198029512195
0.046,479.6618551304348
0.051000000000000004,434.92030688235286
0.056,398.171136
0.061,367.44901608196716
0.066,341.3841741818182
0.07100000000000001,318.99268888732394
0.076,299.54956547368425
0.081,282.50882025925927
0.08600000000000001,267.4514425116279
0.091,254.05051176923075
0.096,242.04721599999996
0.101,231.23399307920792
0.106,221.44244354716986
0.111,212.5345101891892
0.116,204.39593875862067
0.121,196.93136000826448
0.126,190.0605426666667
0.131,183.71550451145035
0.136,177.83826070588236
0.14100000000000001,172.37905121276597
0.146,167.29493243835617
0.151,162.54864868211922
0.156,158.1077206153846
0.161,153.94370360869564
0.166,150.0315800963855
0.171,146.34925854385963
0.17600000000000002,142.87715781818181
0.181,139.5978604475138
0.186,136.4958218064516
0.191,133.5571249790576
0.196,130.76927314285714
0.201,128.1210129402985
0.20600000000000002,125.60218357281553
0.211,123.2035873507109
0.216,120.91687822222222
0.221,118.73446543438914
0.226,116.64942998230089
0.231,114.6554519090909
0.23600000000000002,112.7467468474576
0.241,110.91801046058094
0.246,109.1643696585366
0.251,107.48133964541832
0.256,105.864786
0.261,104.31089111494254
0.266,102.81612442105263
0.271,101.37721590774908
0.276,99.99113252173912
0.281,98.65505708540925
0.28600000000000003,97.36636942657343
0.291,96.12262945360825
0.296,94.92156194594595
0.301,93.76104286046511
0.306,92.63908698039215
0.311,91.553836755627
0.316,90.50355220253165
0.321,89.48660174766354
0.326,88.50145391411043
0.331,87.5466697613293
0.336,86.62089599999999
0.341,85.72285871260996
0.34600000000000003,84.8513576184971
0.35100000000000003,84.00526082905982
0.356,83.18350004494381
0.361,82.38506615235457
0.366,81.60900518032788
0.371,80.85441458490565
0.376,80.12043982978722
0.381,79.40627123622046
0.386,78.71114107772021
0.391,78.03432089769821
0.396,77.37511903030303
0.401,76.73287830673316
0.406,76.10697393103447
0.41100000000000003,75.4968115109489
0.41600000000000004,74.90182523076923
0.421,74.3214761543943
0.426,73.75525064788732
0.431,73.20265891183296
0.436,72.6632336146789
0.441,72.13652861904762
0.446,71.62211779372197
0.451,71.11959390465633
0.456,70.62856757894735
0.461,70.1486663362256
0.466,69.67953368240343
0.47100000000000003,69.2208282611465
0.47600000000000003,68.77222305882351
0.481,68.33340465904367
0.486,67.90407254320988
0.491,67.48393843380855
0.496,67.07272567741936
0.501,66.67016866467065
0.506,66.27601228458497
0.511,65.8900114109589
0.516,65.51193041860465
0.521,65.14154272744722
0.526,64.77863037262358
0.531,64.42298359887006
0.536,64.07440047761193
0.541,63.7326865452865
0.546,63.397654461538465
0.551,63.069123686025414
0.556,62.74692017266187
0.561,62.430876080213885
0.5660000000000001,62.12082949823322
0.5710000000000001,61.816624187390545
0.5760000000000001,61.51810933333333
0.581,61.22513931325301
0.586,60.93757347440273
0.591,60.65527592385787
0.596,60.37811532885906
0.601,60.10596472712147
0.606,59.83870134653465
0.611,59.576206433715214
0.616,59.3183650909091
0.621,59.06506612077295
0.626,58.81620187859424
0.631,58.571668131537244
0.636,58.331363924528304
0.641,58.0951914524181
0.646,57.86305593808049
0.651,57.634865516129025
0.656,57.41053112195124
0.661,57.189966385779115
0.666,56.97308753153153
0.671,56.75981328017885
0.676,56.55006475739646
0.681,56.34376540528634
0.686,56.14084089795918
0.6910000000000001,55.94121906078147
0.6960000000000001,55.74482979310345
0.7010000000000001,55.55160499429386
0.706,55.361478492917854
0.711,55.17438597890295
0.716,54.99026493854748
0.721,54.80905459223302
0.726,54.63069583471074
0.731,54.455131177838574
0.736,54.28230469565217
0.741,54.11216197165993
0.746,53.94465004825737
0.751,53.779717378162445
0.756,53.617313777777774
0.761,53.457390382391594
0.766,53.29989960313317
0.771,53.14479508560311
0.776,52.99203167010309
0.781,52.84156535339309
0.786,52.6933532519084
0.791,52.547353566371676
0.796,52.40352554773869
0.801,52.26182946441948
0.806,52.122226570719604
0.811,51.98467907644881
0.8160000000000001,51.84915011764705
0.8210000000000001,51.71560372838003
0.8260000000000001,51.584004813559325
0.8310000000000001,51.45431912274368
0.836,51.32651322488037
0.841,51.20055448394768
0.846,51.07641103546099
0.851,50.95405176380728
0.856,50.83344628037383
0.861,50.71456490243902
0.866,50.59737863279446
0.871,50.481859140068885
0.876,50.36797873972603
0.881,50.25571037570941
0.886,50.14502760270881
0.891,50.03590456902357
0.896,49.928316
0.901,49.822237182019975
0.906,49.717643947019866
0.911,49.61451265751921
0.916,49.51282019213973
0.921,49.41254393159609
0.926,49.313661745140394
0.931,49.216151977443616
0.936,49.11999343589743
0.9410000000000001,49.025165378320935
0.9460000000000001,48.931647501057085
0.9510000000000001,48.83941992744479
0.9560000000000001,48.748463196652715
0.961,48.658758252861595
0.966,48.57028643478261
0.971,48.48302946549949
0.976,48.39696944262294
0.981,48.31208882874616
0.986,48.228370442190666
0.991,48.1457974480323
0.996,48.06435334939759
1.001,47.98402197902098
1.006,47.90478749105369
1.011,47.826634353115736
1.016,47.74954733858268
1.021,47.67351151909892
1.0259999999999998,47.59851225730994
1.031,47.52453519980601
1.0359999999999998,47.45156627027027
1.041,47.37959166282421
1.0459999999999998,47.30859783556406
1.051,47.238571504281644
1.0559999999999998,47.169499636363646
1.061,47.10136944486333
1.0659999999999998,47.03416838273921
1.071,46.96788413725489
1.0759999999999998,46.90250462453531
1.081,46.83801798427382
1.0859999999999999,46.77441257458564
1.091,46.71167696700276
1.0959999999999999,46.64979994160585
1.101,46.58877048228882
1.1059999999999999,46.528577772151905
1.111,46.46921118901889
1.1159999999999999,46.41066030107526
1.121,46.352914862622654
1.126,46.29596480994672
1.131,46.23980025729444
1.136,46.18441149295775
1.141,46.12978897546012
1.146,46.07592332984293
1.151,46.02280534404865
1.156,45.97042596539792
1.1609999999999998,45.91877629715762
1.166,45.867847595197254
1.1709999999999998,45.817631264731006
1.176,45.768118857142866
1.1809999999999998,45.719302066892475
1.186,45.67117272849916
1.1909999999999998,45.623722813602015
1.196,45.57694442809363
1.2009999999999998,45.53082980932555
1.206,45.485371323383085
1.2109999999999999,45.440561462427745
1.216,45.39639284210528
1.2209999999999999,45.352858199017206
1.226,45.309950388254485
1.2309999999999999,45.26766238099106
1.236,45.225987262135924
1.2409999999999999,45.1849182280419
1.246,45.14444858426967
1.251,45.10457174340527
1.256,45.06528122292995
1.261,45.026570643140374
1.266,44.98843372511848
1.271,44.95086428874902
1.276,44.913856250783695
1.281,44.877403622950816
1.2859999999999998,44.841500510108865
1.291,44.806141108443065
1.2959999999999998,44.7713197037037
1.301,44.737030669485016
1.3059999999999998,44.703268465543644
1.311,44.6700276361556
1.3159999999999998,44.63730280851064
1.321,44.605088691143074
1.3259999999999998,44.57338007239818
1.331,44.542171818933134
1.3359999999999999,44.5114588742515
1.341,44.4812362572707
1.3459999999999999,44.45149906092125
1.351,44.4222424507772
1.3559999999999999,44.39346166371682
1.361,44.365152006612774
1.3659999999999999,44.33730885505123
1.371,44.30992765207878
1.376,44.283003906976745
1.381,44.256533194062285
1.386,44.23051115151516
1.391,44.204933480230046
1.396,44.1797959426934
1.401,44.15509436188436
1.406,44.130824620199135
1.4109999999999998,44.106982658398294
1.416,44.08356447457627
1.4209999999999998,44.06056612315271
1.426,44.037983713885
1.4309999999999998,44.01581341090147
1.436,43.994051431754876
1.4409999999999998,43.972694046495484
1.446,43.95173757676348
1.4509999999999998,43.931178394900066
1.456,43.911012923076925
1.4609999999999999,43.891237632443534
1.466,43.871849042291956
1.4709999999999999,43.85284371923862
1.476,43.83421827642277
1.4809999999999999,43.815969372721135
1.486,43.79809371197846
1.4909999999999999,43.78058804225353
1.496,43.76344915508021
1.501,43.74667388474351
1.506,43.73025910756973
1.511,43.71420174123098
1.516,43.69849874406332
1.521,43.68314711439842
1.526,43.66814388990825
1.531,43.65348614696276
1.536,43.639171
1.541,43.625195600908505
1.5459999999999998,43.61155713842173
1.551,43.598252837524186
1.5559999999999998,43.585279958868895
1.561,43.57263579820628
1.5659999999999998,43.560317685823755
1.571,43.54832298599618
1.5759999999999998,43.536649096446695
1.581,43.52529344781784
1.5859999999999999,43.51425350315259
1.591,43.5035267573853
1.5959999999999999,43.49311073684211
1.601,43.48300299875078
1.6059999999999999,43.47320113075965
1.611,43.46370275046554
1.6159999999999999,43.45450550495048
1.621,43.445607070326965
1.626,43.43700515129151
1.631,43.42869748068671
1.636,43.42068181907091
1.641,43.41295595429616
1.646,43.40551770109356
1.651,43.39836490066626
1.656,43.39149542028985
1.661,43.38490715291993
1.666,43.37859801680673
1.6709999999999998,43.3725659551167
1.676,43.36680893556087
1.6809999999999998,43.361324950029754
1.686,43.356112014234874
