c,Err_c
0.1,0.0772096
0.25,0.0459131
0.5,0.0298424
0.75,0.024208
1.,0.0216556
1.25,0.0204602
1.5,0.0200096
1.75,0.0200302
2.,0.0203796
2.25,0.0209753
2.5,0.0217651
2.75,0.0227134
3.,0.0237942
10.,0.0683996
