n,c
577.,1209.3777089783282
580.,1232.5
583.,1256.1167192429023
586.,1280.2420382165606
589.,1304.8906752411576
592.,1330.077922077922
595.,1355.8196721311476
598.,1382.132450331126
601.,1409.0334448160536
604.,1436.5405405405406
607.,1464.6723549488054
610.,1493.448275862069
613.,1522.8885017421603
616.,1553.0140845070423
619.,1583.846975088968
622.,1615.410071942446
625.,1647.7272727272727
628.,1680.8235294117646
631.,1714.724907063197
634.,1749.4586466165413
637.,1785.0532319391634
640.,1821.5384615384614
643.,1858.9455252918287
646.,1897.3070866141732
649.,1936.6573705179283
652.,1977.032258064516
655.,2018.469387755102
658.,2061.00826446281
661.,2104.6903765690377
664.,2149.5593220338983
667.,2195.6609442060085
670.,2243.0434782608695
673.,2291.7577092511015
676.,2341.8571428571427
679.,2393.398190045249
682.,2446.440366972477
685.,2501.046511627907
688.,2557.2830188679245
691.,2615.22009569378
694.,2674.9320388349515
697.,2736.497536945813
700.,2800.
703.,2865.527918781726
706.,2933.175257731959
709.,3003.0418848167537
712.,3075.2340425531916
715.,3149.864864864865
718.,3227.054945054945
721.,3306.9329608938547
724.,3389.6363636363635
727.,3475.3121387283236
730.,3564.1176470588234
733.,3656.2215568862275
736.,3751.8048780487807
739.,3851.0621118012423
742.,3954.2025316455697
745.,4061.451612903226
748.,4173.0526315789475
751.,4289.268456375839
754.,4410.3835616438355
757.,4536.706293706294
760.,4668.571428571428
763.,4806.343065693431
766.,4950.417910447762
769.,5101.229007633588
772.,5259.25
775.,5425.
778.,5599.049180327869
781.,5782.0252100840335
784.,5974.620689655172
787.,6177.601769911505
790.,6391.818181818182
793.,6618.214953271028
796.,6857.846153846154
799.,7111.891089108911
802.,7381.673469387755
805.,7668.684210526316
808.,7974.608695652174
811.,8301.359550561798
814.,8651.116279069767
817.,9026.373493975903
820.,9430.
823.,9865.311688311689
826.,10336.162162162162
829.,10847.05633802817
832.,11403.29411764706
835.,12011.153846153846
838.,12678.129032258064
841.,13413.237288135593
844.,14227.42857142857
847.,15134.132075471698
850.,16150.
853.,17295.936170212764
856.,18598.545454545456
859.,20092.219512195123
862.,21822.21052631579
865.,23849.285714285714
868.,26257.
871.,29163.48275862069
874.,32741.384615384617
877.,37253.434782608696
880.,43120.
883.,51058.17647058824
886.,62399.71428571428
889.,79929.18181818182
892.,110608.
895.,178105.
898.,448102.
