n,c
586.,3.7281798221777787
587.,3.7391621446571346
588.,3.750218035932322
589.,3.761348189475868
590.,3.77255330781848
591.,3.7838341026946813
592.,3.7951912951912954
593.,3.8066256158988416
594.,3.8181378050659096
595.,3.829728612756578
596.,3.84139879901095
597.,3.8531491340088784
598.,3.864980398236949
599.,3.8768933826588055
600.,3.888888888888889
601.,3.9009677293696683
602.,3.9131307275524536
603.,3.925378718081869
604.,3.9377125469840704
605.,3.950133071858804
606.,3.9626411620753914
607.,3.9752376989727356
608.,3.987923576063446
609.,4.000699699242181
610.,4.013566986998304
611.,4.026526370632975
612.,4.0395787944807555
613.,4.0527252161358716
614.,4.065966606683219
615.,4.079303950934246
616.,4.092738247667826
617.,4.106270509876239
618.,4.119901765016411
619.,4.133633055266501
620.,4.147465437788019
621.,4.161399984993564
622.,4.175437784820375
623.,4.189579941009788
624.,4.203827573392791
625.,4.218181818181818
626.,4.23264382826893
627.,4.247214773530563
628.,4.261895841139004
629.,4.276688235880769
630.,4.291593180482069
631.,4.3066119159415335
632.,4.321745701870395
633.,4.336995816840324
634.,4.352363558739119
635.,4.367850245134453
636.,4.383457213645893
637.,4.39918582232542
638.,4.415037450046663
639.,4.431013496903088
640.,4.447115384615385
641.,4.463344556948301
642.,4.479702480137168
643.,4.496190643324398
644.,4.512810559006211
645.,4.529563763489892
646.,4.546451817361839
647.,4.56347630596673
648.,4.580638839898099
649.,4.597941055500647
650.,4.615384615384615
651.,4.632971208952553
652.,4.650702552938848
653.,4.668580391962354
654.,4.686606499092514
655.,4.7047826764293506
656.,4.7231107556977205
657.,4.741592598856255
658.,4.760230098721395
659.,4.779025179606974
660.,4.797979797979798
661.,4.817095943131682
662.,4.83637563786844
663.,4.855820939216323
664.,4.875433939146416
665.,4.895216765317549
666.,4.915171581838249
667.,4.935300590048324
668.,4.955606029320669
669.,4.9760901778839
670.,4.99675535366645
671.,5.017603915162796
672.,5.038638262322473
673.,5.059860837462607
674.,5.081274126204669
675.,5.102880658436214
676.,5.124683009298394
677.,5.146683800200038
678.,5.1688856998591515
679.,5.191291425372687
680.,5.213903743315508
681.,5.236725470869457
682.,5.259759476983508
683.,5.283008683565997
684.,5.306476066709985
685.,5.3301646579528095
686.,5.3540775455709655
687.,5.378217875911461
688.,5.40258885476086
689.,5.427193748753258
690.,5.4520358868184955
691.,5.47711866167194
692.,5.5024455313472656
693.,5.528020020773644
694.,5.553845723398898
695.,5.579926302860151
696.,5.606265494703629
697.,5.632867108155289
698.,5.6597350279440555
699.,5.686873216179475
700.,5.714285714285714
701.,5.741976644993871
702.,5.769950214394659
703.,5.798210714053621
704.,5.8267625231910944
705.,5.85561011092926
706.,5.884758038608686
707.,5.914210962176899
708.,5.9439736346516
709.,5.974050908661266
710.,6.0044477390659745
711.,6.03516918566145
712.,6.0662204159694
713.,6.097606708117392
714.,6.129333453811632
715.,6.161406161406162
716.,6.19383045907214
717.,6.226612098071046
718.,6.259756956135786
719.,6.293271040963893
720.,6.327160493827161
721.,6.361431593302288
722.,6.396090759127268
723.,6.431144556188512
724.,6.466599698643898
725.,6.502463054187192
726.,6.538741648459517
727.,6.575442669613822
728.,6.612573473038589
729.,6.650141586247282
730.,6.688154713940371
731.,6.7266207432470715
732.,6.765547749154306
733.,6.804944000130707
734.,6.844817963953909
735.,6.885178313749742
736.,6.926033934252386
737.,6.967393928294944
738.,7.009267623540433
739.,7.051664579463603
740.,7.094594594594595
741.,7.1380677140359365
742.,7.182094237265004
743.,7.226684726234666
744.,7.271850013785498
745.,7.317601212383633
746.,7.363949723199053
747.,7.410907245539894
748.,7.458485786659161
749.,7.506697671951122
750.,7.555555555555555
751.,7.60507243138902
752.,7.655261644623347
753.,7.706136903632635
754.,7.7577122924312345
755.,7.810002283626399
756.,7.863021751910641
757.,7.9167859881202025
758.,7.971310713887547
759.,8.02661209691737
760.,8.082706766917294
761.,8.139611832216225
762.,8.197344897105253
763.,8.255924079938008
764.,8.315368032029566
765.,8.375695957395303
766.,8.436927633373601
767.,8.499083432178884
768.,8.562184343434344
769.,8.626251997736725
770.,8.691308691308691
771.,8.757377411797826
772.,8.824481865284975
773.,8.892646504568559
774.,8.961896558795784
775.,9.03225806451613
776.,9.103757898237445
777.,9.176423810570151
778.,9.250284462050656
779.,9.325369460741149
780.,9.401709401709402
781.,9.479335908499124
782.,9.558281676709003
783.,9.638580519806574
784.,9.720267417311753
785.,9.803378565494324
786.,9.8879514307397
787.,9.974024805748277
788.,10.061638868745467
789.,10.15083524589228
790.,10.241657077100115
791.,10.3341490854684
792.,10.428357650579873
793.,10.524330885905883
794.,10.622118720593127
795.,10.721772985923929
796.,10.823347506764593
797.,10.926898198340865
798.,11.03248316870608
799.,11.140162827296496
800.,11.25
801.,11.362060051198627
802.,11.47641101328312
803.,11.59312372417866
804.,11.712271973466004
805.,11.833932657731285
806.,11.958185945831794
807.,12.085115454824052
808.,12.214808437365475
809.,12.347355981472175
810.,12.482853223593965
811.,12.621399576053976
812.,12.763098969995522
813.,12.90806011508391
814.,13.05639677732701
815.,13.208228076506677
816.,13.363678804855276
817.,13.522879768769078
818.,13.685968155525076
819.,13.853087927162
820.,14.024390243902438
821.,14.200033919733576
822.,14.380185913032628
823.,14.565021855422827
824.,14.754726622381195
825.,14.94949494949495
826.,15.149532098684642
827.,15.35505457918537
828.,15.566290928609769
829.,15.78348256001631
830.,16.006884681583475
831.,16.236767296255604
832.,16.47341628959276
833.,16.717134615040045
834.,16.968243586948624
835.,17.227084292952558
836.,17.49401913875598
837.,17.769433540042858
838.,18.05373777811995
839.,18.347369038082025
840.,18.650793650793652
841.,18.96450956286906
842.,19.289049062167255
843.,19.624981790181266
844.,19.97291807718348
845.,20.333512641204948
846.,20.707468698012434
847.,21.095542536365866
848.,21.49854862119013
849.,21.917365297120025
850.,22.352941176470587
851.,22.8063023094079
852.,23.278560250391237
853.,23.7709211543738
854.,24.284696059464412
855.,24.821312540610787
856.,25.38232795242141
857.,25.96944451982307
858.,26.584526584526586
859.,27.22962037536557
860.,27.906976744186046
861.,28.619077399565203
862.,29.3686652826963
863.,30.158779869092733
864.,30.992798353909464
865.,31.874483897605284
866.,32.80804238554544
867.,33.798189507532065
868.,34.85023041474654
869.,35.97015479416459
870.,37.16475095785441
871.,38.44174353695713
872.,39.809960681520316
873.,41.279538415849984
874.,42.86217215279
875.,44.57142857142857
876.,46.42313546423136
877.,48.4358732834267
878.,50.63160074549596
879.,53.03645917980389
880.,55.68181818181818
881.,58.605651472608876
882.,61.8543713781809
883.,65.48531077210046
884.,69.57013574660634
885.,74.19962335216573
886.,79.49048693969686
887.,85.59535166074062
888.,92.71771771771772
889.,101.13508538705389
890.,111.23595505617978
891.,123.58149395186432
892.,139.0134529147982
893.,158.85458326667734
894.,185.30947054436987
895.,222.3463687150838
896.,277.9017857142857
897.,370.49424005945747
898.,555.6792873051224
899.,1111.234705228031
901.,-1110.9877913429523
902.,-555.4323725055432
903.,-370.24732373569583
904.,-277.65486725663715
905.,-222.09944751381215
906.,-185.06254598969832
907.,-158.60765474877934
908.,-138.76651982378854
909.,-123.33455567779001
910.,-110.98901098901099
911.,-100.88813491667499
912.,-92.47076023391813
913.,-85.34838655320583
914.,-79.24351359799938
915.,-73.95264116575592
916.,-69.32314410480349
917.,-65.23830906408365
918.,-61.60735899297991
919.,-58.358627799095125
920.,-55.43478260869565
921.,-52.78941109560002
922.,-50.38453953855255
923.,-48.18879834189081
924.,-46.17604617604618
925.,-44.32432432432432
926.,-42.61505233427479
927.,-41.032402413200685
928.,-39.5628078817734
929.,-38.19457332689952
930.,-36.91756272401434
931.,-35.7229479228024
932.,-34.603004291845494
933.,-33.550943518789175
934.,-32.56077591636226
935.,-31.627196333078686
936.,-30.745489078822413
937.,-29.911448267905044
938.,-29.121310739535406
939.,-28.37169929821687
940.,-27.659574468085108
941.,-26.982193307586638
942.,-26.337074107774743
943.,-25.721966016424574
944.,-25.13482280431433
945.,-24.573780129335685
946.,-24.03713576615498
947.,-23.523332359747467
948.,-23.0309423347398
949.,-22.558654652588118
950.,-22.105263157894736
951.,-21.669656295746478
952.,-21.250808015513897
953.,-20.847769704409114
954.,-20.45966301731501
955.,-20.08567348881485
956.,-19.72504482964734
957.,-19.377073823534804
958.,-19.041105751925706
959.,-18.716530284017605
960.,-18.40277777777778
961.,-18.09931594479794
962.,-17.805646837904902
963.,-17.521304125665495
964.,-17.24585062240664
965.,-16.97887604623356
966.,-16.719994980864545
967.,-16.46884501998796
968.,-16.225085075352457
969.,-15.98839383197978
970.,-15.758468335787924
971.,-15.535022700570053
972.,-15.317786922725194
973.,-15.106505793408326
974.,-14.90093789888451
975.,-14.7008547008547
976.,-14.506039689387404
977.,-14.316287601855667
978.,-14.131403701955849
979.,-13.95120311348444
980.,-13.775510204081632
981.,-13.604158014623525
982.,-13.436987730366102
983.,-13.273848190319773
984.,-13.114595431668603
985.,-12.959092266348163
986.,-12.80720788716449
987.,-12.658817501077221
988.,-12.513801987486199
989.,-12.372047579554879
990.,-12.2334455667789
991.,-12.097892017165478
992.,-11.965287517531557
993.,-11.83553693055691
994.,-11.708549167344492
995.,-11.584236974345412
996.,-11.46251673360107
997.,-11.343308275341489
998.,-11.226534702057176
