x,Err_x
-0.49767238553040516,80.2752718921763
0.004584375407860147,3771.9811530544357
0.009627536725841252,2003.0830280196394
0.014752910690895385,1361.3284063617523
0.019939086487256053,1030.8205946360401
0.025182000541236014,829.4839753600183
0.03048079201067645,694.0128357831932
0.035835565091249105,596.6441543798622
0.041246805308809864,523.2912803505724
0.046715180347530645,466.0479555161447
0.05224145933866995,420.1345248680982
0.057826476005656,382.49169079256626
0.06347111032790738,351.07050336086957
0.06917627884459715,324.4471309965931
0.07494292932059025,301.6013823289027
0.08077203776186548,281.7831517177639
0.08666460676767485,264.4285970174712
0.09262166468057063,249.10570816333768
0.09864426523384173,235.47790821994187
0.10473348752203408,223.2790823929093
0.1108904361899233,212.2960574077829
0.11711624177530099,202.356060850344
0.1234120611646633,193.31758384424273
0.12977907813539288,185.06361619122336
0.13621850396712887,177.49656514539274
0.14273157811087844,170.5343884500601
0.1493195689082766,164.10761608017364
0.15598377435599495,158.15703120537003
0.1627255229120799,152.6318462014299
0.16954617434224759,147.48825465769704
0.17644712060505768,142.6882719610494
0.183429786775541,138.19879951847244
0.19049563200734557,133.99086386025525
0.1976461505338448,130.0389936475441
0.2048828727089475,126.3207062809094
0.21220736608859314,122.81608225618282
0.21962123655412052,119.50741025582964
0.22712612947887578,116.37888963176445
0.23472373093958365,113.41637973694728
0.24241576897415437,110.60718771981918
0.25020401488773514,107.93988806838668
0.2580902846089526,105.4041684972827
0.26607644009842435,102.99069779838646
0.2741643908117497,100.69101208836895
0.2823560952193275,98.49741653345978
0.29065356238548695,96.4029001495846
0.2990588536095611,94.40106169278248
0.30757408413167886,92.48604499195788
0.3162014249062147,90.65248235007897
0.3249431044459889,88.89544486377675
0.3338014107404923,87.21039869492361
0.3427786932515827,85.59316647906438
0.35187736499029754,84.0398931807345
0.3610999046786246,82.54701580964714
0.3704488590002903,81.11123649839155
0.3799268449448481,79.72949851478987
0.389536552249594,78.39896484293646
0.3992807459440872,77.11699901822415
0.40916226900232844,75.88114794500405
0.4191840451079348,74.68912646226366
0.4293490815379558,73.53880345395066
0.4396604721713055,72.42818932720863
0.4501214006281259,71.35542470457113
0.460735143546775,70.3187701956937
0.4715050740055186,69.31659713099307
0.482434665096435,68.34737915403645
0.4935274936594797,67.40968458202262
0.5047872441851601,66.50216945452713
0.5162177128947161,65.62357120007627
0.5278228120073719,64.77270285829596
0.5396065742046695,63.94844780250166
0.5515731573026138,63.14975491382764
0.5637268491429994,62.375634163442385
0.5760720727159999,61.62515256417972
0.5886133915268793,60.89743045711895
0.6013555152205039,60.19163810234941
0.61430330547822,59.50699254642056
0.6274617822026017,58.842754741868674
0.6408361300066039,58.19822689676616
0.6544317050247456,57.572750034514335
0.6682540420650949,56.965701746112636
0.6823088621221745,56.37649411894153
0.6966020802721473,55.80457182769585
0.7111398139732172,55.24941037454364
0.7259283917956962,54.7105144668701
0.7409743626079173,54.187416522121296
0.7562845052460041,53.67967529030196
0.7718658386974914,53.186874585619506
0.7877256328309468,52.70862211961379
0.8038714197060393,52.24454842888286
0.8203110055010358,51.7943058912134
0.8370524830974024,51.35756782456413
0.8541042453641347,50.93402766393527
0.8714749991876393,50.52339821169475
0.8891737802964333,50.12541095743016
0.9072099689337032,49.73981546385534
0.9255933064348337,49.36637881573202
0.9443339127714669,49.00488512917217
0.9634423051284774,48.65513511906704
0.9829294175855221,48.31694572275566
1.002806621980542,47.99014977839307
1.0230857500388788,47.67459575681878
1.0437791168584802,47.370147546054824
1.0648995458491504,47.07668428789046
1.0864603952319642,46.79410026633551
1.1084755862139304,46.52230484804884
1.1309596329627516,46.261222475182635
1.1539276745173168,46.01079271142264
1.17739550878136,45.770970342357266
1.2013796287606735,45.54172553167533
1.225897261218556,45.323044035083655
1.2509664079398928,45.11492747424499
1.2766058898115702,44.91739367348011
1.3028353939460697,44.730477062454206
1.3296755240962101,44.55422914858277
1.357147854632336,44.38871906345565
1.3852749883791697,44.23403418819579
1.4140806186381765,44.09028086334668
1.4435895957531342,43.95758518963669
1.4738279986119833,43.836093926800146
1.5048232115173463,43.725975498564665
1.536604006901976,43.62742111295213
1.5692006344142886,43.54064600820405
