c,Err_c
0.002,11.595166044000003
0.004,5.820232176
0.006,3.895298396
0.008,2.932864704
0.01,2.3554311
0.012,1.9704975840000003
0.014,1.695564156
0.016,1.489380816
0.018000000000000002,1.3290308973333333
0.020000000000000004,1.2007644000000002
0.022,1.0958313240000002
0.024,1.0083983360000002
0.026000000000000002,0.9344269744615386
0.028000000000000004,0.871032624
0.03,0.8160999000000002
0.032,0.768042264
0.034,0.7256464807058824
0.036000000000000004,0.6879689226666668
0.038000000000000006,0.6542646208421051
0.04,0.6239376000000001
0.042,0.5965054040000002
0.044000000000000004,0.5715732960000001
0.046,0.5488151890434784
0.048,0.5279593440000001
0.05,0.5087775000000001
0.052000000000000005,0.49107651323076934
0.054000000000000006,0.47469185377777784
0.056,0.45948249600000013
0.058,0.44532686606896554
0.060000000000000005,0.43211960000000005
0.062,0.41976892916129044
0.064,0.4081945560000001
0.066,0.39732591600000006
0.068,0.3871007463529412
0.07,0.37746390000000013
0.07200000000000001,0.36836635733333334
0.07400000000000001,0.3597643981621622
0.076,0.35161890442105276
0.078,0.3438947701538463
0.08,0.3365604000000001
0.082,0.3295872810731708
0.084,0.32294961600000005
0.08600000000000001,0.31662400716279077
0.08800000000000001,0.310589184
0.09,0.3048257666666668
0.092,0.2993160605217392
0.094,0.2940438768510639
0.096,0.28899437600000005
0.098,0.2841539297142858
0.1,0.27951000000000004
0.10200000000000001,0.27505103223529415
0.10400000000000001,0.2707663606153846
0.10600000000000001,0.26664612430188683
0.108,0.262681192888889
0.11,0.25886310000000007
0.112,0.25518398400000014
0.114,0.25163653494736843
0.116,0.24821394703448285
0.11800000000000001,0.24490987586440682
0.12000000000000001,0.24171840000000006
0.122,0.23863398629508195
0.124,0.23565145858064523
0.126,0.23276596933333335
0.128,0.22997297400000005
0.13,0.2272682076923077
0.132,0.22464766400000008
0.134,0.2221075757014925
0.136,0.21964439717647063
0.138,0.21725478834782608
0.14,0.2149356000000001
0.14200000000000002,0.21268386033802814
0.14400000000000002,0.2104967626666667
0.14600000000000002,0.20837165408219174
0.148,0.20630602508108106
0.15,0.2042975
0.152,0.20234382821052635
0.154,0.20044287599999996
0.156,0.19859261907692308
0.158,0.19679113564556958
0.16,0.1950366
0.162,0.19332727659259258
0.164,0.19166151453658536
0.166,0.1900377425060241
0.168,0.188454464
0.17,0.18691025294117644
0.17200000000000001,0.18540374958139533
0.17400000000000002,0.18393365668965514
0.17600000000000002,0.182498736
0.178,0.18109780489887642
0.18,0.17972973333333334
0.182,0.17839344092307693
0.184,0.17708789426086957
0.186,0.17581210438709677
0.188,0.1745651244255319
0.19,0.17334604736842107
0.192,0.172154004
0.194,0.17098816094845362
0.196,0.16984771885714284
0.198,0.16873191066666665
0.2,0.16764
0.202,0.16657127964356436
0.20400000000000001,0.16552507011764703
0.20600000000000002,0.16450071833009708
0.20800000000000002,0.16349759630769228
0.21000000000000002,0.16251509999999997
0.212,0.1615526481509434
0.214,0.16060968123364483
0.216,0.15968566044444446
0.218,0.15878006675229359
0.22,0.15789240000000002
0.222,0.15702217805405408
0.224,0.156168936
0.226,0.15533222538053099
0.228,0.1545116134736842
0.23,0.15370668260869563
0.232,0.15291702951724137
0.234,0.15214226471794873
0.23600000000000002,0.15138201193220338
0.23800000000000002,0.15063590752941175
0.24000000000000002,0.14990359999999997
0.242,0.14918474945454552
0.244,0.148479027147541
0.246,0.1477861150243903
0.248,0.14710570529032255
0.25,0.14643750000000003
0.252,0.1457812106666667
0.254,0.1451365578897638
0.256,0.144503271
0.258,0.14388108772093028
0.26,0.14326975384615387
0.262,0.1426690229312977
0.264,0.14207865600000003
0.266,0.14149842126315793
0.268,0.14092809385074626
0.27,0.14036745555555552
0.272,0.13981629458823527
0.274,0.13927440534306568
0.276,0.13874158817391302
0.278,0.13821764917985616
0.28,0.1377024
0.28200000000000003,0.13719565761702127
0.28400000000000003,0.1366972441690141
0.28600000000000003,0.13620698676923076
0.28800000000000003,0.13572471733333333
0.29000000000000004,0.13525027241379312
0.292,0.1347834930410959
0.294,0.1343242245714286
0.296,0.13387231654054058
0.298,0.13342762252348997
0.3,0.13299000000000002
0.302,0.1325593102251656
0.304,0.13213541810526322
0.306,0.13171819207843138
0.308,0.13130750400000002
0.31,0.1309032290322581
0.312,0.13050524553846157
0.314,0.13011343498089176
0.316,0.12972768182278482
0.318,0.12934787343396228
0.32,0.12897390000000003
0.322,0.12860565443478264
0.324,0.12824303229629633
0.326,0.1278859317055215
0.328,0.1275342532682927
0.33,0.1271879
0.332,0.12684677725301205
0.334,0.1265107926467066
0.336,0.12617985600000003
0.338,0.12585387926627223
0.34,0.12553277647058825
0.342,0.12521646364912284
0.34400000000000003,0.12490485879069767
0.34600000000000003,0.12459788178034685
0.34800000000000003,0.1242954543448276
0.35000000000000003,0.12399750000000002
0.35200000000000004,0.12370394400000002
0.354,0.12341471328813561
0.356,0.12312973644943821
0.358,0.12284894366480448
0.36,0.12257226666666667
0.362,0.12229963869613263
0.364,0.12203099446153846
0.366,0.12176627009836069
0.368,0.12150540313043479
0.37,0.12124833243243245
0.372,0.12099499819354836
0.374,0.12074534188235297
0.376,0.12049930621276594
0.378,0.12025683511111113
0.38,0.12001787368421055
0.382,0.1197823681884817
0.384,0.11955026599999999
0.386,0.11932151558549224
0.388,0.1190960664742268
0.39,0.11887386923076927
0.392,0.11865487542857142
0.394,0.11843903762436551
0.396,0.11822630933333332
0.398,0.11801664500502516
0.4,0.11780999999999997
0.402,0.1176063305671642
0.404,0.11740559382178217
0.406,0.11720774772413796
0.40800000000000003,0.11701275105882351
0.41000000000000003,0.11682056341463418
0.41200000000000003,0.11663114516504854
0.41400000000000003,0.11644445744927538
0.41600000000000004,0.11626046215384614
0.41800000000000004,0.11607912189473686
0.42,0.11590039999999997
0.422,0.115724260492891
0.424,0.11555066807547171
0.426,0.11537958811267608
0.428,0.11521098661682243
0.43,0.11504483023255815
0.432,0.11488108622222223
0.434,0.11471972245161291
0.436,0.1145607073761468
0.438,0.11440401002739727
0.44,0.11424960000000002
0.442,0.11409744743891402
0.444,0.11394752302702706
0.446,0.11379979797309417
0.448,0.11365424400000003
0.45,0.11351083333333334
0.452,0.11336953869026549
0.454,0.11323033326872246
0.456,0.11309319073684207
0.458,0.11295808522270742
0.46,0.11282499130434782
0.462,0.112693884
0.464,0.11256473875862068
0.466,0.1124375314506438
0.468,0.11231223835897437
0.47000000000000003,0.11218883617021276
0.47200000000000003,0.11206730196610169
0.47400000000000003,0.11194761321518988
0.47600000000000003,0.11182974776470588
0.47800000000000004,0.11171368383263598
0.48000000000000004,0.1115994
0.482,0.11148687520331951
0.484,0.11137608872727275
0.486,0.11126702019753087
0.488,0.1111596495737705
0.49,0.11105395714285717
0.492,0.11094992351219514
0.494,0.11084752960323888
0.496,0.11074675664516129
0.498,0.1106475861686747
0.5,0.11055000000000001
0.502,0.11045398025498009
0.504,0.11035950933333336
0.506,0.11026656991304347
0.508,0.11017514494488191
0.51,0.11008521764705884
0.512,0.1099967715
0.514,0.10990979024124514
0.516,0.10982425786046514
0.518,0.10974015859459461
0.52,0.10965747692307694
0.522,0.1095761975632184
0.524,0.10949630546564887
0.526,0.10941778580988595
0.528,0.10934062400000003
0.53,0.10926480566037737
0.532,0.10919031663157895
0.534,0.10911714296629216
0.536,0.10904527092537314
0.538,0.1089746869739777
0.54,0.10890537777777778
0.542,0.10883733019926199
0.544,0.10877053129411765
0.546,0.10870496830769232
0.548,0.10864062867153285
0.55,0.10857750000000002
0.552,0.10851557008695654
0.554,0.1084548269025271
0.556,0.10839525858992807
0.558,0.10833685346236559
0.56,0.10827960000000003
0.562,0.1082234868469751
0.5640000000000001,0.10816850280851067
0.5660000000000001,0.10811463684805656
0.5680000000000001,0.10806187808450705
0.5700000000000001,0.1080102157894737
0.5720000000000001,0.1079596393846154
0.5740000000000001,0.10791013843902442
0.5760000000000001,0.10786170266666667
0.5780000000000001,0.10781432192387545
0.58,0.10776798620689658
0.582,0.10772268564948455
0.584,0.10767841052054797
0.586,0.107635151221843
0.588,0.10759289828571432
0.59,0.10755164237288138
0.592,0.1075113742702703
0.594,0.1074720848888889
0.596,0.10743376526174499
0.598,0.107396406541806
0.6,0.10736000000000001
0.602,0.10732453702325581
0.604,0.1072900091125828
0.606,0.1072564078811881
0.608,0.10722372505263163
0.61,0.10719195245901642
0.612,0.1071610820392157
0.614,0.10713110583713353
0.616,0.10710201600000002
0.618,0.10707380477669903
0.62,0.10704646451612906
0.622,0.10701998766559484
0.624,0.1069943667692308
0.626,0.10696959446645368
0.628,0.1069456634904459
0.63,0.10692256666666665
0.632,0.10690029691139243
0.634,0.10687884723028392
0.636,0.10685821071698116
0.638,0.10683838055172414
0.64,0.10681935000000002
0.642,0.10680111241121497
0.644,0.10678366121739134
0.646,0.10676698993188856
0.648,0.10675109214814818
0.65,0.10673596153846154
0.652,0.10672159185276076
0.654,0.10670797691743117
0.656,0.10669511063414637
0.658,0.1066829869787234
0.66,0.10667160000000003
0.662,0.10666094381873112
0.664,0.10665101262650604
0.666,0.10664180068468469
0.668,0.1066333023233533
0.67,0.10662551194029851
0.672,0.10661842400000002
0.674,0.10661203303264095
0.676,0.10660633363313614
0.678,0.106601320460177
0.68,0.10659698823529415
0.682,0.10659333174193546
0.684,0.10659034582456141
0.686,0.10658802538775511
0.6880000000000001,0.10658636539534887
0.6900000000000001,0.10658536086956523
0.6920000000000001,0.10658500689017343
0.6940000000000001,0.10658529859365994
0.6960000000000001,0.10658623117241382
0.6980000000000001,0.1065877998739255
0.7000000000000001,0.10659000000000002
0.7020000000000001,0.10659282690598292
0.7040000000000001,0.10659627600000003
0.706,0.10660034274220966
0.708,0.10660502264406782
0.71,0.10661031126760565
0.712,0.10661620422471914
0.714,0.10662269717647062
0.716,0.10662978583240224
0.718,0.10663746594986073
0.72,0.10664573333333334
0.722,0.10665458383379504
0.724,0.1066640133480663
0.726,0.10667401781818182
0.728,0.10668459323076926
0.73,0.10669573561643836
0.732,0.10670744104918033
0.734,0.10671970564577658
0.736,0.1067325255652174
0.738,0.10674589700813009
0.74,0.10675981621621623
0.742,0.10677427947169812
0.744,0.10678928309677421
0.746,0.10680482345308312
0.748,0.10682089694117647
0.75,0.1068375
0.752,0.10685462910638299
0.754,0.10687228077453584
0.756,0.10689045155555556
0.758,0.10690913803693931
0.76,0.10692833684210527
0.762,0.10694804462992129
0.764,0.10696825809424083
0.766,0.10698897396344649
0.768,0.107010189
0.77,0.10703189999999999
0.772,0.1070541037927461
0.774,0.10707679724031008
0.776,0.10709997723711341
0.778,0.1071236407095116
0.78,0.10714778461538463
0.782,0.10717240594373403
0.784,0.10719750171428573
0.786,0.10722306897709924
0.788,0.10724910481218274
0.79,0.10727560632911393
0.792,0.1073025706666667
0.794,0.10732999499244335
0.796,0.10735787650251259
0.798,0.10738621242105265
0.8,0.10741500000000001
0.802,0.10744423651870323
0.804,0.1074739192835821
0.806,0.10750404562779156
0.808,0.10753461291089111
0.81,0.10756561851851854
0.812,0.10759705986206897
0.8140000000000001,0.1076289343783784
0.8160000000000001,0.10766123952941176
0.8180000000000001,0.10769397280195599
0.8200000000000001,0.10772713170731708
0.8220000000000001,0.1077607137810219
0.8240000000000001,0.10779471658252428
0.8260000000000001,0.10782913769491528
0.8280000000000001,0.10786397472463768
0.8300000000000001,0.10789922530120483
0.8320000000000001,0.1079348870769231
0.8340000000000001,0.10797095772661873
0.836,0.10800743494736843
0.838,0.10804431645823391
0.84,0.1080816
0.842,0.10811928333491688
0.844,0.10815736424644548
0.846,0.10819584053900712
0.848,0.10823471003773587
0.85,0.10827397058823532
0.852,0.10831362005633806
0.854,0.10835365632786888
0.856,0.1083940773084112
0.858,0.10843488092307695
0.86,0.10847606511627907
0.862,0.10851762785150813
0.864,0.10855956711111113
0.866,0.10860188089607392
0.868,0.10864456722580644
0.87,0.10868762413793102
0.872,0.10873104968807339
0.874,0.10877484194965678
0.876,0.10881899901369864
0.878,0.1088635189886105
0.88,0.10890839999999999
0.882,0.10895364019047624
0.884,0.108999237719457
0.886,0.10904519076297971
0.888,0.1090914975135135
0.89,0.10913815617977532
0.892,0.10918516498654708
0.894,0.10923252217449667
0.896,0.10928022600000001
0.898,0.1093282747349666
0.9,0.10937666666666668
0.902,0.10942540009756103
0.904,0.10947447334513273
0.906,0.10952388474172188
0.908,0.10957363263436125
0.91,0.1096237153846154
0.912,0.10967413136842104
0.914,0.10972487897592999
0.916,0.1097759566113537
0.918,0.1098273626928105
0.92,0.10987909565217391
0.922,0.1099311539349241
0.924,0.109983536
0.926,0.11003624031965444
0.928,0.11008926537931035
0.93,0.11014260967741939
0.932,0.1101962717253219
0.934,0.11025025004710924
0.936,0.11030454317948718
0.9380000000000001,0.1103591496716418
0.9400000000000001,0.11041406808510637
0.9420000000000001,0.11046929699363063
0.9440000000000001,0.11052483498305084
0.9460000000000001,0.11058068065116282
0.9480000000000001,0.11063683260759492
0.9500000000000001,0.11069328947368423
0.9520000000000001,0.11075004988235292
0.9540000000000001,0.11080711247798743
0.9560000000000001,0.11086447591631798
0.9580000000000001,0.11092213886430065
0.9600000000000001,0.1109801
0.962,0.11103835801247403
0.964,0.11109691160165977
0.966,0.11115575947826088
0.968,0.11121490036363638
0.97,0.11127433298969075
0.972,0.11133405609876544
0.974,0.11139406844353185
0.976,0.11145436878688524
0.978,0.11151495590184049
0.98,0.1115758285714286
0.982,0.1116369855885947
0.984,0.11169842575609758
0.986,0.11176014788640974
0.988,0.11182215080161945
0.99,0.11188443333333338
0.992,0.11194699432258065
0.994,0.11200983261971832
0.996,0.11207294708433738
0.998,0.11213633658517035
1.,0.11220000000000001
