c,Err_koff
0.1,936.511
0.25,511.13100000000003
0.5,321.782
0.75,252.769
1.,217.065
1.25,195.24699999999999
1.5,180.53699999999998
1.75,169.951
2.,161.971
2.25,155.741
2.5,150.743
2.75,146.644
3.,143.221
10.,115.66
