c,<n>/kpt
0.001,0.0004266776573724748
0.011,0.001925979983854739
0.021,0.0030454880624017243
0.031,0.0040626014064091345
0.041,0.005024542562212561
0.051000000000000004,0.005950360830103922
0.061,0.006850017499231446
0.07100000000000001,0.007729501143012296
0.081,0.008592746283168784
0.091,0.009442503094311258
0.101,0.010280784060358468
0.111,0.011109114841838488
0.121,0.011928685040763451
0.131,0.012740443749030201
0.14100000000000001,0.013545162756232996
0.151,0.014343479869725383
0.161,0.015135929500429829
0.171,0.015922964812024733
0.181,0.016704974115278666
0.191,0.01748229323641368
0.201,0.018255215006064446
0.211,0.019023996648326123
0.221,0.019788865611590736
0.231,0.020550024225056265
0.241,0.021307653457768874
0.251,0.02206191598305739
0.261,0.022812958699146294
0.271,0.023560914819502288
0.281,0.024305905619460617
0.291,0.025048041905821345
0.301,0.025787425261328187
0.311,0.026524149104820045
0.321,0.027258299599385437
0.331,0.027989956434352658
0.341,0.02871919350191307
0.35100000000000003,0.029446079485239314
0.361,0.030170678371860053
0.371,0.03089304990359224
0.381,0.031613249972365705
0.391,0.032331330969693255
0.401,0.03304734209625883
0.41100000000000003,0.03376132963705458
0.421,0.03447333720664398
0.431,0.035183405968426146
0.441,0.03589157483119589
0.451,0.03659788062581141
0.461,0.03730235826437868
0.47100000000000003,0.03800504088402437
0.481,0.03870595997704451
0.491,0.03940514550897631
0.501,0.040102626025936915
0.511,0.040798428752399606
0.521,0.041492579680429596
0.531,0.04218510365127529
0.541,0.04287602443010166
0.551,0.04356536477455801
0.561,0.044253146497792016
0.5710000000000001,0.044939390526450726
0.581,0.04562411695414821
0.591,0.0463073450908265
0.601,0.046989093508389215
0.611,0.04766938008294705
0.621,0.04834822203397793
0.631,0.049025635960673594
0.641,0.049701637875715944
0.651,0.05037624323670259
0.661,0.05104946697541881
0.671,0.051721323525133825
0.681,0.052391826846082554
0.6910000000000001,0.05306099044927835
0.7010000000000001,0.053728827418788525
0.711,0.05439535043259282
0.721,0.0550605717821336
0.731,0.05572450339065669
0.741,0.05638715683043375
0.751,0.05704854333894814
0.761,0.05770867383412025
0.771,0.05836755892864053
0.781,0.05902520894347442
0.791,0.05968163392059608
0.801,0.06033684363500506
0.811,0.06099084760607429
0.8210000000000001,0.06164365510827473
0.8310000000000001,0.06229527518131783
0.841,0.06294571663975465
0.851,0.06359498808206622
0.861,0.06424309789927836
0.871,0.06489005428313094
0.881,0.06553586523382944
0.891,0.0661805385674049
0.901,0.066824081922706
0.911,0.06746650276804594
0.921,0.06810780840752449
0.931,0.06874800598704459
0.9410000000000001,0.06938710250004153
0.9510000000000001,0.07002510479294113
0.961,0.07066201957036292
0.971,0.07129785340008218
0.981,0.07193261271776508
0.991,0.07256630383148902
1.001,0.07319893292606039
1.011,0.07383050606714046
1.021,0.07446102920519002
1.031,0.07509050817924244
1.041,0.07571894872051402
1.051,0.07634635645586041
1.061,0.07697273691108708
1.071,0.07759809551412108
1.081,0.07822243759805145
1.091,0.07884576840404486
1.101,0.07946809308414264
1.111,0.08008941670394504
1.121,0.08070974424518851
1.131,0.08132908060822079
1.141,0.08194743061437926
1.151,0.08256479900827665
1.1609999999999998,0.08318119045999896
1.1709999999999998,0.08379660956721935
1.1809999999999998,0.08441106085723218
1.1909999999999998,0.0850245487889107
1.2009999999999998,0.0856370777545921
1.2109999999999999,0.08624865208189293
1.2209999999999999,0.08685927603545827
1.2309999999999999,0.08746895381864755
1.2409999999999999,0.0880776895751598
1.251,0.08868548739060082
1.261,0.0892923512939953
1.271,0.08989828525924569
1.281,0.09050329320654041
1.291,0.09110737900371359
1.301,0.09171054646755822
1.311,0.09231279936509476
1.321,0.09291414141479713
1.331,0.09351457628777768
1.341,0.09411410760893281
1.351,0.09471273895805112
1.361,0.09531047387088537
1.371,0.09590731584018954
1.381,0.0965032683167227
1.391,0.09709833471022114
1.401,0.09769251839033916
1.4109999999999998,0.09828582268756077
1.4209999999999998,0.09887825089408299
1.4309999999999998,0.0994698062646713
1.4409999999999998,0.10006049201748954
1.4509999999999998,0.10065031133490389
1.4609999999999999,0.10123926736426284
1.4709999999999999,0.10182736321865363
1.4809999999999999,0.1024146019776362
1.4909999999999999,0.10300098668795515
1.501,0.1035865203642311
1.511,0.10417120598963157
1.521,0.1047550465165226
1.531,0.10533804486710142
1.541,0.10592020393401125
1.551,0.1065015265809384
1.561,0.10708201564319264
1.571,0.10766167392827149
1.581,0.10824050421640835
1.591,0.1088185092611059
1.601,0.1093956917896548
1.611,0.10997205450363796
1.621,0.11054760007942149
1.631,0.11112233116863231
1.641,0.1116962503986228
1.651,0.11226936037292351
1.661,0.11284166367168363
1.6709999999999998,0.11341316285209996
1.6809999999999998,0.11398386044883473
1.6909999999999998,0.11455375897442276
1.7009999999999998,0.11512286091966781
1.7109999999999999,0.11569116875402917
1.7209999999999999,0.11625868492599818
1.7309999999999999,0.11682541186346553
1.7409999999999999,0.11739135197407884
1.751,0.11795650764559204
1.761,0.11852088124620556
1.771,0.11908447512489828
1.781,0.11964729161175147
1.791,0.1202093330182649
1.801,0.12077060163766505
1.811,0.12133109974520626
1.821,0.12189082959846434
1.831,0.1224497934376236
1.841,0.12300799348575689
1.851,0.12356543194909902
1.861,0.12412211101731403
1.871,0.12467803286375614
1.881,0.1252331996457247
1.891,0.12578761350471326
1.901,0.12634127656665317
1.911,0.12689419094215154
1.9209999999999998,0.12744635872672375
1.9309999999999998,0.12799778200102108
1.9409999999999998,0.12854846283105287
1.9509999999999998,0.1290984032684041
1.9609999999999999,0.12964760535044817
1.9709999999999999,0.1301960711005548
1.9809999999999999,0.1307438025282937
1.9909999999999999,0.1312908016296337
2.001,0.13183707038713752
2.011,0.13238261077015265
2.021,0.1329274247349979
2.031,0.13347151422514636
2.041,0.13401488117140395
2.0509999999999997,0.13455752749208505
2.061,0.1350994550931836
2.0709999999999997,0.1356406658685415
2.081,0.13618116170001288
2.0909999999999997,0.13672094445762548
2.101,0.13726001599973858
2.1109999999999998,0.13779837817319776
2.121,0.13833603281348647
2.131,0.1388729817448747
2.141,0.13940922678056475
2.151,0.13994476972283393
2.161,0.14047961236317463
2.171,0.14101375648243156
2.181,0.1415472038509364
2.191,0.1420799562286397
2.201,0.14261201536524046
2.211,0.1431433830003132
2.221,0.14367406086343243
2.231,0.14420405067429484
2.241,0.14473335414283947
2.251,0.14526197296936502
2.261,0.1457899088446458
2.271,0.14631716345004492
2.281,0.14684373845762538
2.291,0.14736963553025964
2.301,0.1478948563217367
2.311,0.1484194024768674
2.3209999999999997,0.1489432756315879
2.331,0.14946647741306138
2.3409999999999997,0.1499890094397774
2.351,0.15051087332165028
2.3609999999999998,0.15103207066011526
2.371,0.15155260304822293
2.381,0.1520724720707322
2.391,0.15259167930420178
2.401,0.1531102263170795
2.411,0.15362811466979093
2.421,0.15414534591482587
2.431,0.1546619215968234
2.441,0.15517784325265577
2.451,0.1556931124115109
2.461,0.1562077305949728
2.471,0.15672169931710192
2.481,0.15723502008451276
2.491,0.1577476943964514
2.501,0.1582597237448707
2.511,0.15877110961450536
2.521,0.15928185348294463
2.531,0.15979195682070482
2.541,0.16030142109130002
2.551,0.160810247751312
2.561,0.16131843825045872
2.5709999999999997,0.16182599403166215
2.581,0.16233291653111465
2.5909999999999997,0.16283920717834433
2.601,0.16334486739627987
2.6109999999999998,0.16384989860131352
2.621,0.16435430220336378
2.631,0.1648580796059371
2.641,0.165361232206188
2.651,0.16586376139497905
2.661,0.16636566855693943
2.671,0.16686695507052293
2.681,0.16736762230806468
2.691,0.16786767163583746
2.701,0.168367104414107
2.711,0.1688659219971862
2.721,0.1693641257334891
2.731,0.16986171696558353
2.741,0.17035869703024328
2.751,0.17085506725849953
2.761,0.1713508289756912
2.771,0.17184598350151506
2.781,0.17234053215007483
2.791,0.17283447622992956
2.801,0.17332781704414138
2.811,0.1738205558903228
2.8209999999999997,0.17431269406068273
2.831,0.17480423284207267
2.8409999999999997,0.17529517351603163
2.851,0.17578551735883077
2.8609999999999998,0.17627526564151702
2.871,0.17676441962995673
2.881,0.17725298058487812
2.891,0.17774094976191354
2.901,0.1782283284116409
